"Date Visited","Agency","Site ID","Service Center","Site Address","Borough","Secret Shopper Language","Interaction with Security Guards","Interaction with Reception Staff","Interaction with Frontline Staff","Does Facility have signs posted notifying clients 
to the right of interpretation services?","Languages in which the facility has translated signs relating to service being provided","Languages in which the facility has translated documents","Method in which interpretation was made available","Time spent waiting for an interpreter after speaking to staff member","Did the Secret Shopper receive the information or service asked for?","Postcode","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"06/09/2015","DOI","DOI-M-01","Complaint Bureau","80 Maiden Lane","Manhattan","Chinese","N/A","Fair","Excellent","No","None","None","Bilingual staff","10-30 minutes",,"10038","40.707116","-74.007329","101","1","1001015","1000420031","7","MN0101"
"06/09/2015","DOI","DOI-M-01","Complaint Bureau","80 Maiden Lane","Manhattan","Spanish","N/A","Fair","N/A","No","None","None","None","N/A",,"10038","40.707116","-74.007329","101","1","1001015","1000420031","7","MN0101"
"06/09/2015","DOI","DOI-M-03","Fingerprints","80 Maiden Lane","Manhattan","Spanish","N/A","Poor","Excellent","Yes","None","None","Bilingual staff","5-10 minutes",,"10038","40.707116","-74.007329","101","1","1001015","1000420031","7","MN0101"
"06/09/2015","DOT","DOT-M-01","Manhattan Permit office","55 Water St.","Manhattan","Chinese","N/A","Poor","Excellent","Yes","None","Spanish, Korean, Chinese, French.","Language Line","10-30 minutes",,"10041","40.703608","-74.009691","101","1","1083346","1000327501","9","MN0101"
"06/09/2015","DOT","DOT-M-01","Manhattan Permit office","55 Water St.","Manhattan","Spanish","N/A","N/A","Excellent","Yes","None","None","Language Line","5 minutes or less",,"10041","40.703608","-74.009691","101","1","1083346","1000327501","9","MN0101"
"06/09/2015","SBS",,"Lower Manhattan Center",,"Manhattan","Chinese","Good","N/A","Excellent","No","None","Chinese, Spanish.","Bilingual staff","5 minutes or less",,,,,,,,,,
"06/09/2015","SBS",,"Lower Manhattan Center",,"Manhattan","Spanish","N/A","N/A","Excellent","Yes","None","None","None","5 minutes or less",,,,,,,,,,
"06/10/2015","DPR","DPR-M-03","Hamilton Fish Recreation Center","128 Pitt St.","Manhattan","Chinese","N/A","Good","N/A","Yes","None","None","Told to find a bilingual person in waiting area","5 minutes or less",,"10002","40.719854","-73.981721","103","2","1081934","1003400001","2201","MN0302"
"06/10/2015","DPR","DPR-M-03","Hamilton Fish Recreation Center","128 Pitt St.","Manhattan","Spanish","N/A","Fair","N/A","Yes","Spanish, Chinese.","Spanish","Told to find a bilingual person in waiting area","5 minutes or less",,"10002","40.719854","-73.981721","103","2","1081934","1003400001","2201","MN0302"
"06/10/2015","DPR","DPR-M-14","Chelsea Recreation center","430 W 25th St.","Manhattan","Chinese","N/A","Good","N/A","Yes","None","Spanish, Chinese.","None","5 minutes or less",,"10001","40.748291","-74.001649","104","3","1012811","1007220057","93","MN0401"
"06/10/2015","DPR","DPR-M-14","Chelsea Recreation center","430 W 25th St.","Manhattan","Spanish","N/A","Excellent","N/A","Yes","Spanish","Spanish","Bilingual staff","5 minutes or less",,"10001","40.748291","-74.001649","104","3","1012811","1007220057","93","MN0401"
"06/10/2015","HRA","HRA-M-06","Chinatown Medicaid Office","115 Chrystie St. Fl. 5","Manhattan","Chinese","Fair",,,"Yes","Chinese, Russian, French.","None","Other","N/A",,"10002","40.718647","-73.993586","103","1","1005645","1004230022","18","MN0302"
"06/10/2015","HRA","HRA-M-02","Union Square Job Center","109 East 16th St. Fl. 1","Manhattan","Chinese","N/A","Poor","N/A","Yes","None","None","None","N/A",,"10003","40.735681","-73.988713","105","2","1017821","1008720013","50","MN0602"
"06/10/2015","HRA","HRA-M-02","Union Square Job Center","109 East 16th St. Fl. 1","Manhattan","Spanish","N/A","Poor","N/A","Yes","Spanish","None","None","N/A",,"10003","40.735681","-73.988713","105","2","1017821","1008720013","50","MN0602"
"06/10/2015","HRA","HRA-M-10","Waverly SNAP","12 W 14th St. Fl. 4","Manhattan","Spanish","N/A","N/A","Fair","Yes","Spanish","Spanish, Chinese.","Told to find a bilingual person in waiting area","N/A",,"10011","40.736301","-73.994342","102","2","1009716","1005770034","63","MN0202"
"06/10/2015","HRA","HRA-M-06","Chinatown Medicaid Office","115 Chrystie St. Fl. 5","Manhattan","Spanish","Excellent","N/A",,"Yes","Spanish, Chinese.","Spanish","Bilingual staff","N/A",,"10002","40.718647","-73.993586","103","1","1005645","1004230022","18","MN0302"
"06/10/2015","HRA","HRA-M-10","Waverly SNAP","12 W 14th St. Fl. 4","Manhattan","Chinese","Good","Excellent","Good","Yes","None","Chinese, Spanishi, Russian.","None","5-10 minutes",,"10011","40.736301","-73.994342","102","2","1009716","1005770034","63","MN0202"
"06/10/2015","IDNYC","IDN-M-03","Manhattan CBIC","66 John St.","Manhattan","Spanish","N/A","Good","Excellent","Yes","None","Spanish, Chinese.","Bilingual staff","5 minutes or less",,"10038","40.708933","-74.007614","101","1","1079043","1000670001","1502","MN0101"
"06/10/2015","NYCHA","NHA-M-06","Social Services","45 Allen St.","Manhattan","Chinese","N/A","Good","N/A","Yes","None","None","Bilingual staff","5 minutes or less",,"10002","40.716605","-73.991714","103","1","1075792","1003070001","16","MN0301"
"06/10/2015","NYCHA","NHA-M-06","Social Services","45 Allen St.","Manhattan","Spanish","N/A","Fair","N/A","Yes","Spanish","Spanish","None","N/A",,"10002","40.716605","-73.991714","103","1","1075792","1003070001","16","MN0301"
"06/12/2015","DEP","DEP-M-01","Manhattan Borough Office","1250 Broadway","Manhattan","Spanish","N/A","Excellent","N/A","Yes","None","None","Language Line","5 minutes or less",,"10001","40.747571","-73.988018","105","3","1015805","1008330011","76","MN0501"
"06/12/2015","DEP","DEP-M-01","Brooklyn Borough Office","1250 Broadway","Manhattan","Chinese","Good","Excellent","N/A","Yes","None","None","Language Line","5 minutes or less",,"10001","40.747571","-73.988018","105","3","1015805","1008330011","76","MN0501"
"06/12/2015","DHS","DHS-M-04","Adult Family Intake Center","400-430 E 30th St. Fl. 1","Manhattan","Spanish","Poor","Fair","N/A","No","None","None","Told to find a bilingual person in waiting area","N/A",,"10016","40.74113","-73.975017","106","4","1087298","1009620097","62","MN0603"
"06/12/2015","DPR","DPR-M-09","Recreation Center 54","348 E 54th St.","Manhattan","Chinese","Good","Good","N/A","Yes","None","Chinese, Spanish","Language Line","5-10 minutes",,"10022","40.756882","-73.965536","106","4","1039840","1013460032","98","MN0604"
"06/12/2015","DPR","DPR-M-09","Recreation Center 54","348 E 54th St.","Manhattan","Spanish","N/A","Excellent","N/A","No","None","Spanish","None","N/A",,"10022","40.756882","-73.965536","106","4","1039840","1013460032","98","MN0604"
"06/12/2015","DPR","DPR-M-19","Arsenal Permit Office at The Arsenal","830 Fifth Ave.","Manhattan","Chinese","N/A","Good","N/A","No","None","Chinese","None","5 minutes or less",,"10065","40.767711","-73.970516","164","6","1083811","1011110001","143","MN6491"
"06/12/2015","DPR","DPR-M-19","Arsenal Permit Office at The Arsenal","830 Fifth Ave.","Manhattan","Spanish","N/A","N/A","Good","No","None","None","Bilingual staff","5-10 minutes",,"10065","40.767711","-73.970516","164","6","1083811","1011110001","143","MN6491"
"06/12/2015","MOFTB","MYR-M-01","Permits Office","1697 Broadway","Manhattan","Spanish","N/A","Fair","Excellent","Yes","None","None","Bilingual staff","5 minutes or less",,"10019","40.763676","-73.982665","105","3","1024838","1010250043","131","MN0502"
"06/12/2015","MOFTB","MYR-M-01","Permit Center","1697 Broadway","Manhattan","Chinese","N/A","N/A","Excellent","No","None","None","Bilingual staff","5 minutes or less",,"10019","40.763676","-73.982665","105","3","1024838","1010250043","131","MN0502"
"06/12/2015","NYPD","NYP-M-02","Tow Pound","Pier 76. W 38 & 12th Avenue","Manhattan","Chinese","N/A","`","N/A","Yes","None","None","None","N/A",,"10018","40.758493","-74.004924","104","3","1000000","1006650010","9903","MN0401"
"06/12/2015","NYPD","NYP-M-02","Tow Pound","Pier 76. W 38 & 12th Avenue","Manhattan","Spanish","N/A","Good","N/A","Yes","None","None","Bilingual staff","5 minutes or less",,"10018","40.758493","-74.004924","104","3","1000000","1006650010","9903","MN0401"
"06/15/2015","DCP","DCP-K-01","Brooklyn Borough Office","16 Court St. - 7th Floor","Brooklyn","Spanish","N/A","Excellent","N/A","Yes","None","None","Bilingual staff","5-10 minutes",,,,,,,,,,
"06/15/2015","DCP","DCP-K-01","Brooklyn Borough Office","16 Court St. - 7th Floor","Brooklyn","Chinese","N/A","Excellent","N/A","Yes","None","None","Bilingual staff","5 minutes or less",,,,,,,,,,
"06/15/2015","DOF","DOF-K-01","Brooklyn Business Center","210 Joralemon St.","Brooklyn","Spanish","N/A","Good","N/A","Yes","None","None","Bilingual staff","5 minutes or less",,"11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"06/15/2015","DOF","DOF-K-01","Brooklyn Business Center","210 Joralemon St.","Brooklyn","Chinese","N/A","Good","Good","Yes","None","Chinese","None","5 minutes or less",,"11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"06/15/2015","ENDGBDV","MYR-K-01","NYC Family Justice Center","350 Jay St.","Brooklyn","Spanish","N/A","Excellent","N/A","Yes","None","Spanish, Russian, Korean","Bilingual staff","5 minutes or less",,"11201","40.69351","-73.987249","302","33","3000259","3001407501","11","BK0202"
"06/15/2015","ENDGBDV","MYR-K-01","NYC Family Justice Center","350 Jay St.","Brooklyn","Chinese","N/A","Excellent","N/A","Yes","None","Chinese, Russian, French","Language Line","5 minutes or less",,"11201","40.69351","-73.987249","302","33","3000259","3001407501","11","BK0202"
"06/15/2015","FDNY","FDN-K-02","Certificate of Fitness Testing Unit","9 Metrotech Center Fl. 1","Brooklyn","Spanish","Fair","Poor","N/A","Yes","Spanish, Chinese, Korean","None","None","N/A",,"11201","40.69486","-73.984674","302","33","3058187","3020470011","1502","BK0202"
"06/15/2015","HRA","HRA-K-07","Burial Claims Unit","25 Chapel St. Fl. 6","Brooklyn","Chinese","N/A","Fair","N/A","Yes","None","None","None","5 minutes or less",,"11201","40.697254","-73.986015","302","33","3335884","3001180006","13","BK0202"
"06/15/2015","HRA","HRA-K-25","Office of Child Support Enforcement Brooklyn Borough Office","1 Metrotech Center Fl. 6","Brooklyn","Chinese","N/A","Good","N/A","Yes","Spanish","None","Language Line","5-10 minutes",,"11201","40.693463","-73.987227","302","33","3319418","3001470004","11","BK0202"
"06/15/2015","HRA","HRA-K-25","Office of Child Support Enforcement Brooklyn Borough Office","1 Metrotech Center Fl. 6","Brooklyn","Spanish","Good","Good","Excellent","Yes","Spanish","Spanish","Bilingual staff","5 minutes or less",,"11201","40.693463","-73.987227","302","33","3319418","3001470004","11","BK0202"
"06/15/2015","HRA","HRA-K-07","Burial Claims Unit","25 Chapel St. Fl. 6","Brooklyn","Spanish","N/A","Excellent","N/A","Yes","Spanish","Spanish","Language Line","5 minutes or less",,"11201","40.697254","-73.986015","302","33","3335884","3001180006","13","BK0202"
"06/15/2015","NYPD","NYP-K-27","Tow Pound","63 Flushing Ave.","Brooklyn","Spanish","N/A","N/A","Good","Yes","Spanish","None","Bilingual staff","5 minutes or less",,"11205","40.69802","-73.974986","302","33","3335129","3020230001","543","BK0261"
"06/16/2015","DEP","DEP-K-01","Brooklyn Borough Office","250 Livingston St","Brooklyn","Chinese","N/A","Poor","Excellent","Yes","None","None","Language Line","5-10 minutes",,"11201","40.689033","-73.984228","302","33","3329443","3001650022","37","BK0202"
"06/16/2015","DEP","DEP-K-01","Brooklyn Borough Office","250 Livingston St.","Brooklyn","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Other","5-10 minutes",,"11201","40.689033","-73.984228","302","33","3329443","3001650022","37","BK0202"
"06/16/2015","DOE","DOE-K-16","Student Enrollment","29 Fort Greene Place","Brooklyn","Spanish","Good","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","Spanish","Bilingual staff","5 minutes or less",,"11217","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203"
"06/16/2015","DOE","DOE-K-16","Student Enrollment","29 Fort Greene Place","Brooklyn","Chinese","Fair","Excellent","N/A","Yes","Chinese, Spanish, Arabic.","Chinese","Language Line","5-10 minutes",,"11217","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203"
"06/16/2015","DOHMH","DOH-K-05","Tuberculosis Clinic","295 Flatbush Ave. Ext.","Brooklyn","Chinese","N/A","Good","N/A","Yes","None","None","None","N/A",,"11201","40.691986","-73.982496","302","35","3058406","3020790021","1502","BK0202"
"06/16/2015","DOHMH","DOH-K-06","Immunization Clinic","295 Flatbush Ext.","Brooklyn","Spanish","N/A","Excellent","N/A","Yes","Spanish, Chinese","None","Bilingual staff","5 minutes or less",,,,,,,,,,
"06/16/2015","DOHMH","DOH-K-05","Tuberculosis Clinic","295 Flatbush Ext.","Brooklyn","Spanish","N/A","Excellent","Excellent","Yes","Hatian Creole, Spanish, Chinese","None","Bilingual staff","5-10 minutes",,,,,,,,,,
"06/16/2015","HRA","HRA-K-41","Immigration Center - Job Placement","88 Third Ave.","Brooklyn","Chinese","Poor","Good","N/A","Yes","Spanish","Chinese","None","N/A",,"11217","40.683771","-73.981767","302","33","3335918","3001970028","39","BK0202"
"06/16/2015","HRA","HRA-K-41","Immigration Center - Job Placement","88 Third Ave.","Brooklyn","Spanish","N/A","Fair","N/A","Yes","None","Spanish","Bilingual staff","5 minutes or less",,"11217","40.683771","-73.981767","302","33","3335918","3001970028","39","BK0202"
"06/16/2015","HRA","HRA-K-23","Clinton Hill Job Center","495 Clermont Ave","Brooklyn","Spanish","N/A","Excellent","N/A","Yes","One or more languages (specific language not recorded)","None","Bilingual staff","5 minutes or less",,"11238","40.682851","-73.968809","302","35","3335094","3020090001","199","BK0204"
"06/16/2015","HRA","HRA-K-23","Clinton Hill Job Center","495 Clermont Ave","Brooklyn","Chinese","N/A","Excellent","N/A","Yes","Spanish","Chinese","None","N/A",,"11238","40.682851","-73.968809","302","35","3335094","3020090001","199","BK0204"
"06/16/2015","IDNYC","IDN-K-02","Food Stamp Office","227 Schermerhorn St.","Brooklyn","Chinese","N/A","Good","Good","Yes","Chinese, Spanish, Arabic.","Chinese, Korean, Spanish.","Language Line","5 minutes or less",,"11201","40.688583","-73.985014","302","33","3329443","3001650022","37","BK0202"
"06/18/2015","DOE","DOE-K-15","Family Welcome Center","1780 Ocean Ave.","Brooklyn","Spanish","Excellent","N/A","N/A","Yes","None","Spanish","Bilingual staff","5 minutes or less",,"11230","40.618915","-73.955115","314","44","3180747","3067390077","538","BK1403"
"06/18/2015","DOE","DOE-K-15","Family Welcome Center","1780 Ocean Ave.","Brooklyn","Italian","Fair","N/A","N/A","Yes","None","None","None","N/A",,"11230","40.618915","-73.955115","314","44","3180747","3067390077","538","BK1403"
"06/18/2015","DOHMH","DOH-K-01","STD Services","1218 Prospect Pl.","Brooklyn","Chinese","N/A","Good","Excellent","Yes","Chinese, Spanish, Russian, Hindi","Spanish","Language Line",">30 minutes",,"11213","40.67353","-73.935845","308","36","3036147","3013650009","345","BK0802"
"06/18/2015","DOHMH","DOH-K-01","STD Services","1218 Prospect Pl.","Brooklyn","Spanish","Poor","Excellent","Good","Yes","Spanish, Chinese, Albanian, Hindi, Arabic","None","Bilingual staff","5 minutes or less",,"11213","40.67353","-73.935845","308","36","3036147","3013650009","345","BK0802"
"06/18/2015","DPR","DPR-K-01","St. John's Recreation Center","1251 Prospect Pl.","Brooklyn","Chinese","N/A","Good","N/A","Yes","None","None","None","5 minutes or less",,"11213","40.673488","-73.9348","308","36","3393257","3013530001","345","BK0802"
"06/18/2015","DPR","DPR-K-01","St. John's Recreation Center","1251 Prospect Pl.","Brooklyn","Spanish","N/A","Good","Good","Yes","None","None","None","N/A",,"11213","40.673488","-73.9348","308","36","3393257","3013530001","345","BK0802"
"06/18/2015","DPR","DPR-K-09","Brooklyn Permits Office","95 Prospect Park West","Brooklyn","Italian","N/A","Good","Excellent","Yes","None","None","Language Line","10-30 minutes",,"11215","40.667391","-73.974508","355","39","3339260","3011170001","177","BK5591"
"06/18/2015","DPR","DPR-K-09","Brooklyn Permits Office","95 Prospect Park West","Brooklyn","Spanish","N/A","Excellent","N/A","Yes","None","None","Other","N/A",,"11215","40.667391","-73.974508","355","39","3339260","3011170001","177","BK5591"
"06/18/2015","HRA","HRA-K-39","Brooklyn South Medicaid Office","785 Atlantic Avenue","Brooklyn","Spanish","Fair","N/A","Excellent","Yes","None","None","Bilingual staff","5 minutes or less",,"11238","40.681962","-73.968434","302","35","3335094","3020090001","199","BK0204"
"06/18/2015","HRA","HRA-K-42","Coney Island SNAP","2865 West 8th St.","Brooklyn","Spanish","Excellent","Good","N/A","Yes","Spanish","Spanish","None","N/A",,"11224","40.578356","-73.976327","313","48","3345783","3072790162","354","BK1302"
"06/18/2015","HRA","HRA-K-16","Coney Island Medicaid Office","3050 W 21 St. Floor 3","Brooklyn","Italian","Good","N/A","Poor","Yes","None","Spanish","None",">30 minutes",,"11224","40.57353","-73.987448","313","47","3189654","3070710123","352","BK1302"
"06/18/2015","HRA","HRA-K-39","Brooklyn South Medicaid Office","785 Atlantic Avenue","Brooklyn","Chinese","Excellent","Good","N/A","Yes","Chinese, Frencgh, Russian, Korean","None","Language Line","5-10 minutes",,"11238","40.681962","-73.968434","302","35","3335094","3020090001","199","BK0204"
"06/18/2015","HRA","HRA-K-16","Coney Island Medicaid Office","3050 W 21 St. Floor 3","Brooklyn","Spanish","Excellent","Poor","N/A","Yes","Spanish","None","None","N/A",,"11224","40.57353","-73.987448","313","47","3189654","3070710123","352","BK1302"
"06/18/2015","HRA","HRA-K-42","Coney Island SNAP","2865 West 8th St.","Brooklyn","Italian","Excellent","Good","Good","Yes","None","One or more languages (specific language not recorded)","None","N/A",,"11224","40.578356","-73.976327","313","48","3345783","3072790162","354","BK1302"
"06/18/2015","IDNYC","IDN-K-03","Brooklyn Public Library Central branch","10 Grand Army Plaza","Brooklyn","Chinese","N/A","N/A","N/A","Yes","None","Chinese, Spanish, Russian, French","None","N/A",,"11238","40.672833","-73.969069","355","35","3029665","3011830002","177","BK5591"
"06/18/2015","IDNYC","IDN-K-03","Brooklyn Public Library Central branch","10 Grand Army Plaza","Brooklyn","Spanish","N/A","Fair","Fair","No","None","None","Told to return later","5-10 minutes",,"11238","40.672833","-73.969069","355","35","3029665","3011830002","177","BK5591"
"06/18/2015","IDNYC","IDN-K-04","Sunset Park IDNYC Center","345 43rd st.","Brooklyn","Italian","N/A","Excellent","Excellent","Yes","Spanish, English","English, Spanish, Chinese","None","N/A",,"11232","40.651013","-74.009514","307","38","3337160","3007230025","82","BK0702"
"06/18/2015","IDNYC","IDN-K-04","Sunset Park IDNYC Center","345 43rd St.","Brooklyn","Spanish","N/A","Excellent","Excellent","No","Spanish, Chinese","Chinese, Spanish, Urdu","Bilingual staff","5 minutes or less",,"11232","40.651013","-74.009514","307","38","3337160","3007230025","82","BK0702"
"06/18/2015","NYCHA","NHA-K-09","Brooklyn/Staten Island Customer Contact Center","787 Atlantic Ave.","Brooklyn","Spanish","Fair","Good","Excellent","Yes","Spanish","Spanish","Bilingual staff","5 minutes or less",,"11238","40.681945","-73.968351","302","35","3335094","3020090001","199","BK0204"
"06/18/2015","NYCHA","NHA-K-08","Resident Employment Services","787 Atlantic Ave.","Brooklyn","Chinese","N/A","Poor","N/A","Yes","Chinese, Spanish","None","Bilingual staff","5-10 minutes",,"11238","40.681945","-73.968351","302","35","3335094","3020090001","199","BK0204"
"06/18/2015","NYCHA","NHA-K-08","Resident Employment services","787 Atlantic Ave.","Brooklyn","Spanish","Fair","Good","Good","Yes","None","Spanish","Bilingual staff","5-10 minutes",,"11238","40.681945","-73.968351","302","35","3335094","3020090001","199","BK0204"
"06/18/2015","NYCHA","NHA-K-09","Brooklyn/Staten Island Customer Contact Center","787 Atlantic Ave.","Brooklyn","Chinese","N/A","Excellent","N/A","Yes","Chinese, Spanish","Chinese","Bilingual staff","5 minutes or less",,"11238","40.681945","-73.968351","302","35","3335094","3020090001","199","BK0204"
"06/19/2015","DOE","DOE-M-10","Family Welcome Center","388 W. 125th St.","Manhattan","Chinese","Good","Good","Good","No","None","Hindi, Russian, Korean, Chinese","Bilingual staff","5-10 minutes",,"10027","40.811182","-73.953594","109","9","1087468","1019510004","20901","MN0901"
"06/19/2015","DOHMH","DOH-M-17","The Health Academy","160 W 100th St.","Manhattan","Italian","Excellent","Excellent","N/A","Yes","None","None","Language Line","5 minutes or less",,"10025","40.796369","-73.967842","107","7","1055906","1018520049","185","MN0703"
"06/19/2015","DOHMH","DOH-M-17","The Health Academy","160 W 100th St.","Manhattan","Spanish","N/A","Excellent","N/A","Yes","None","None","Bilingual staff","5 minutes or less",,"10025","40.796369","-73.967842","107","7","1055906","1018520049","185","MN0703"
"06/19/2015","DOHMH","DOH-M-05","Manhattanville Sexual Health Clinic","21 Old Broadway","Manhattan","Chinese","N/A","Excellent","N/A","Yes","Chinese, Spanish","None","Bilingual staff","5-10 minutes",,"10027","40.815573","-73.956864","109","7","1059720","1019830003","219","MN0902"
"06/19/2015","DPR","DPR-M-33","West 79th St. Boat Basin","W 79th St. & Hudson River","Manhattan","Italian","N/A","N/A","Excellent","No","None","None","Language Line","10-30 minutes",,,,,,,,,,
"06/19/2015","DPR","DPR-M-33","West 79th St. Boat Basin","W 79th St. & Hudson River","Manhattan","Spanish","N/A","N/A","Excellent","No","None","None","None","N/A",,,,,,,,,,
"06/19/2015","HPD","HPD-M-05","Code Enforcement Services","94 Old Broadway","Manhattan","Chinese","Good","N/A","Fair","Yes","None","None","None","5 minutes or less",,"10027","40.818149","-73.955396","109","7","1059727","1019860065","219","MN0902"
"06/19/2015","HRA","HRA-M-12","St.Nicholas Job Center","132 W 12th St. Floor 2","Manhattan","Chinese","N/A","Good","N/A","Yes","Spanish","None","Language Line","5-10 minutes",,"10011","40.73648","-73.998885","102","3","1088864","1006077502","71","MN0203"
"06/19/2015","HRA","HRA-M-19","East End SNAP","2322 Third Ave.","Manhattan","Italian","Excellent","Excellent","Excellent","Yes","None","None","Language Line","5 minutes or less",,"10035","40.804465","-73.93526","111","8","1054497","1017750033","242","MN1102"
"06/19/2015","HRA","HRA-M-19","East End SNAP","2322 Third Ave.","Manhattan","Spanish","Good","N/A","N/A","Yes","Spanish","Spanish, Chinese, Arabic","Bilingual staff","5 minutes or less",,"10035","40.804465","-73.93526","111","8","1054497","1017750033","242","MN1102"
"06/19/2015","IDNYC","IDN-M-04","East Harlem IDNYC Center","162 E 104th St.","Manhattan","Italian","Excellent","Excellent","Excellent","No","None","One or more languages (specific language not recorded)","Language Line","5 minutes or less",,"10029","40.790775","-73.946866","111","8","1051938","1016310050","166","MN1101"
"06/19/2015","IDNYC","IDN-M-04","East Harlem IDNYC Center","162 E 104th St.","Manhattan","Spanish","Good","Excellent","N/A","Yes","Spanish, Chinese","Spanish","Bilingual staff","5 minutes or less",,"10029","40.790775","-73.946866","111","8","1051938","1016310050","166","MN1101"
"06/19/2015","IDNYC","IDN-M-05","IDNYC Northern Manhattan Center","530 West 135th St.","Manhattan","Chinese","N/A","Good","Excellent","Yes","Spanish","Chinese, Greek, Russian, Korean, Spanish","Language Line","5-10 minutes",,"10031","40.819342","-73.953213","109","7","1059778","1019880053","22301","MN0902"
"06/19/2015","NYCHA","NHA-M-01","Management Borough Office","1980 Lexington Ave.","Manhattan","Spanish","N/A","Excellent","Excellent","Yes","None","None","Bilingual staff","5 minutes or less",,"10035","40.801789","-73.939319","111","9","1054377","1017690005","196","MN1102"
"06/19/2015","NYCHA","NHA-M-01","Management Borough Office","1980 Lexington Ave.","Manhattan","Italian","N/A","N/A","Good","Yes","None","None","None",">30 minutes",,"10035","40.801789","-73.939319","111","9","1054377","1017690005","196","MN1102"
"06/19/2015","SBS","SBS-M-06","Upper Manhattan Workforce1 Career Center","1029 E 163rd St Floor 3","Manhattan","Spanish","N/A","Excellent","N/A","No","None","Spanish","Bilingual staff","5 minutes or less",,,,,,,,,,
"06/19/2015","SBS",,"Upper Manhattan Workforce1 Career Center",,"Manhattan","Italian","Fair","Excellent","Excellent","No","None","None","Language Line","5 minutes or less",,,,,,,,,,
"06/22/2015","DEP","DEP-Q-01","Queens Central Office","59-17 Junction Blvd.","Queens","Chinese","N/A","Good","Excellent","Yes","None","Chinese, Russian, Spanish","Bilingual staff","5-10 minutes",,"11373","40.734606","-73.864774","404","21","4047310","4019180001","455","QN0402"
"06/22/2015","DEP","DEP-Q-02","Queens Borough Office","96-05 Horace Harding Expressway","Queens","Chinese","Excellent","N/A","Excellent","Yes","None","None","Language Line","5-10 minutes",,"11368","40.734383","-73.864309","404","21","4047337","4019180114","455","QN0402"
"06/22/2015","DOE","DOE-K-02","District Office","1665 St Marks Ave","Brooklyn","Italian","Excellent","Excellent","N/A","Yes","None","Urdu","None","N/A",,"11233","40.673138","-73.912024","316","41","3039123","3014540054","36501","BK1601"
"06/22/2015","DOE","DOE-K-02","District Office","1665 St Marks Ave","Brooklyn","Spanish","Excellent","Excellent","N/A","Yes","Spanish","Spanish","Bilingual staff","5 minutes or less",,"11233","40.673138","-73.912024","316","41","3039123","3014540054","36501","BK1601"
"06/22/2015","DPR","DPR-Q-15","Lost Battalion Hall Recreation Center","93-29 Queens Blvd.","Queens","Chinese","N/A","Good","N/A","Yes","None","Chinese","None","N/A",,"11374","40.73147","-73.866044","406","24","4050408","4020770050","71702","QN0601"
"06/22/2015","DPR","DPR-K-03","Brownsville Recreation Center","1555 Linden Blvd.","Brooklyn","Italian","Excellent","Excellent","N/A","Yes","None","None","None","N/A",,"11212","40.655471","-73.902853","316","42","3085992","3038680002","922","BK1602"
"06/22/2015","DPR","DPR-K-03","Brownsville Recreation Center","1555 Linden Blvd.","Brooklyn","Spanish","Excellent","N/A","N/A","Yes","None","Spanish","Bilingual staff","5 minutes or less",,"11212","40.655471","-73.902853","316","42","3085992","3038680002","922","BK1602"
"06/22/2015","DPR","DPR-K-20","McCarren Park Recreation Center","776 Lorimer St.","Brooklyn","Chinese","N/A","Fair","N/A","Yes","None","None","None","N/A",,"11222","40.720182","-73.950375","301","33","3067525","3026960001","515","BK0102"
"06/22/2015","HPD","HPD-K-06","Neighborhood Preservation Offices/Code Enforcement Services","701 Euclid Ave","Brooklyn","Italian","Excellent","N/A","Excellent","Yes","None","Spanish, Chinese, Urdu","None","N/A",,"11208","40.669676","-73.870515","305","42","3098536","3044610001","120801","BK0505"
"06/22/2015","HPD","HPD-K-06","Neighborhood Preservation Offices/Code Enforcement Services","701 Euclid Ave","Brooklyn","Spanish","Good","Good","N/A","Yes","None","Spanish. Russian, Arabic, Chinese","Bilingual staff",">30 minutes",,"11208","40.669676","-73.870515","305","42","3098536","3044610001","120801","BK0505"
"06/22/2015","HRA","HRA-K-22","Kings County Hospital Medicaid Office","451 Clarkson Ave.","Brooklyn","Spanish","N/A","Good","N/A","Yes","Spanish","Spanish","Bilingual staff","5 minutes or less",,"11203","40.65576","-73.944602","309","40","3327711","3048290001","808","BK0902"
"06/22/2015","HRA","HRA-K-22","Kings County Hospital Medicaid Office","451 Clarkson Ave.","Brooklyn","Italian","Fair","N/A","Fair","Yes","Spanish","None","None","N/A",,"11203","40.65576","-73.944602","309","40","3327711","3048290001","808","BK0902"
"06/22/2015","HRA","HRA-K-14","Williamsburg SNAP","30 Thornton St.","Brooklyn","Chinese","N/A","Good","N/A","Yes","None","Chinese","Language Line","5-10 minutes",,"11206","40.701103","-73.94354","301","33","3061504","3022760012","507","BK0103"
