"Date Visited","Agency","Site ID","Service Center","Site Address","Borough","Secret Shopper Language","Interaction with Security Guards","Interaction with Reception Staff","Interaction with Frontline Staff","Does Facility have signs posted notifying clients 
to the right of interpretation services?","Languages in which the facility has translated signs relating to service being provided","Languages in which the facility has translated documents","Method in which interpretation was made available","Time spent waiting for an interpreter after speaking to staff member","Did the Secret Shopper receive the information or service asked for?","Postcode","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"07/13/2023","HRA","HRA-M-09","Waverly Job Center","12 West 14 St.","Manhattan","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10011","40.736301","-73.994342","102","2","1009716","1005770034","63","MN0202"
"07/13/2023","HRA","HRA-M-10","Waverly SNAP","12 W 14th St. Fl. 4","Manhattan","Spanish","Good","Excellent","Excellent","Yes","10 designated citywide languages","Spanish, Chinese","Bilingual staff","5 minutes or less","Yes","10011","40.736301","-73.994342","102","2","1009716","1005770034","63","MN0202"
"07/17/2023","CCHR","CHR-Q-01","NYC Human Rights Community Service Center","153-02 Jamaica Ave Fl. 2","Queens","Spanish","Excellent","Excellent","Excellent","Yes","None","10 designated citywide languages","Language Line","10-30 minutes","Yes","11432","40.702788","-73.802087","412","27",,,"240","QN1201"
"07/17/2023","DCAS","CAS-Q-01","Civil Service Application & Testing Center","118-35 Queens Blvd.","Queens","Spanish","Good","Fair","Fair","No","None","None","None","N/A","Yes","11375","40.71513","-73.830545","406","29","4052811","4022700041","75701","QN0602"
"07/17/2023","DCWP","DCA-Q-01","Licensing Unit","90-27 Sutphin Blvd. Fl. 4","Queens","Spanish","Good","Good","Good","No","One or more languages (specific language not recorded)","None","Bilingual staff","5 minutes or less","No","11435","40.70234","-73.808148","412","27","4206784","4096770007","240","QN1201"
"07/17/2023","DHS","DHS-M-04","Adult Family Intake Center","400-430 E 30th St. Fl. 1","Manhattan","Chinese","N/A","Poor","Poor","Yes","None","None","None","N/A","No","10016","40.74113","-73.975017","106","4","1087298","1009620097","62","MN0603"
"07/17/2023","DOF","DOF-Q-01","Queens Business Center","144-06 94th Ave. Fl. 1","Queens","Spanish","Good","Good","Good","Yes","None","One or more languages (specific language not recorded)","Language Line","5-10 minutes","Yes","11435","40.698517","-73.8083","412","27","4439745","4099930003","208","QN1201"
"07/17/2023","DPR","DPR-M-07","Manhattan Permit Office","24 West 61st  St. Fl. 5","Manhattan","Russian","Excellent","N/A","Excellent","N/A","None","None","Bilingual staff","5-10 minutes","Yes","10023","40.769965","-73.98266","107","6","1027194","1011130051","145","MN0701"
"07/17/2023","DPR","DPR-M-14","Chelsea  Recreation Center","430 W 25th St.","Manhattan","Chinese","Excellent","Excellent","Excellent","No","None","None","Bilingual staff","5 minutes or less","Yes","10001","40.748291","-74.001649","104","3","1012811","1007220057","93","MN0401"
"07/17/2023","ENDGBDV","MYR-Q-02","NYC Family Justice Center","126-02 82nd Ave.","Queens","Spanish","Good","Excellent","Excellent","yes","None","10 designated citywide languages","Bilingual staff","5 minutes or less","Yes","11415","40.713732","-73.826122","409","29","4458616","4096570001","21601","QN0901"
"07/17/2023","HRA","HRA-Q-02","Office of Child Support","151-20 Jamaica Ave. Fl. 4","Queens","Spanish","Excellent","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","10 designated citywide languages","Bilingual staff","5 minutes or less","Yes","11432","40.702499","-73.803109","412","27","4438731","4100930001","240","QN1201"
"07/17/2023","SBS","SBS-Q-06","NYC Business Solution Center","90-27 Sutphin Blvd Floor 4","Queens","Spanish","Good","N/A","Fair","No","One or more languages (specific language not recorded)","None","Bilingual staff","5 minutes or less","No","11435","40.70234","-73.808148","412","27","4206784","4096770007","240","QN1201"
"07/18/2023","DOF","DOF-B-01","Bronx Business Center","3050 3rd Ave.","Bronx","Russian","Excellent","Excellent","Excellent","Yes","None","None","Language Line","5-10 minutes","Yes","10451","40.820472","-73.912822","201","17",,,"71","BX0102"
"07/18/2023","DPR","DPR-B-12","St. Mary's Recreation Center","450 St. Anne's Ave","Bronx","Chinese","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,,,,,,,,
"07/18/2023","DPR","DPR-M-08","Tony Dapolito Recreation Center","3 Clarkson St.","Manhattan","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10014","40.729379","-74.005737","102","3","1088894","1005820050","67","MN0203"
"07/18/2023","DPR","DPR-M-23","Asser Levy Recreation Center","392 Asser Levy  Pl.","Manhattan","Spanish","Good","Good","Good","Yes","None","None","None","N/A","No","10010","40.736137","-73.976159","106","4","1022552","1009810002","62","MN0603"
"07/18/2023","HRA","HRA-B-10","Lincoln Hospital Medicaid Office","234 E 149th St. Basement Rm. B-75","Bronx","Russian","Excellent","Excellent","N/A","N/A","Spanish","Spanish","N/A","N/A","N/A","10451","40.81774","-73.924156","201","17","2097050","2023350016","65","BX0102"
"07/18/2023","HRA","HRA-B-18","Rider Job Center","300 Canal Pl. Fl. 1","Bronx","Russian","N/A","Good","Good","No","10 designated citywide languages","10 designated citywide languages","Other (Google Translate)","N/A","Yes","10451","40.813153","-73.927579","201","8","2000978","2023400072","51","BX0101"
"07/18/2023","HRA","HRA-B-XX","Medicaid Office","305 Rider Ave.","Bronx","Chinese","Excellent","Good","Good","No","10 designated citywide languages","10 designated citywide languages","Other (Google Translate)","N/A","No","10451","40.812986","-73.926972","201","8","2000978","2023400072","51","BX0101"
"07/18/2023","HRA","HRA-M-02","Union Square Job Center","109 East 16th St. Fl. 1","Manhattan","Spanish","Fair","N/A","N/A","Yes","10 designated citywide languages","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","No","10003","40.735681","-73.988713","105","2","1017821","1008720013","50","MN0602"
"07/18/2023","HRA","HRA-M-42","Educational Services","109 East 16th St Fl. 9","Manhattan","Spanish","Good","N/A","N/A","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","None","N/A","No","10003","40.735681","-73.988713","105","2","1017821","1008720013","50","MN0602"
"07/18/2023","OATH","ATH-B-01","OATH Hearings Divison","3030 3rd Ave. Rm. 250","Bronx","Chinese","N/A","N/A","N/A","No","None","None","Other (Google Translate)","N/A","No","10455","40.819857","-73.913268","201","17","2117395","2023630024","71","BX0102"
"07/18/2023","SBS","SBS-B-08","Workforce 1 Sector-Based Career Center","1029 E 163rd St Floor 3","Bronx","Chinese","N/A","Excellent","Excellent","Yes","None","10 designated citywide languages","Other (Google Translate)","N/A","Yes","10459","40.820992","-73.891801","202","17","2005788","2027240190","159","BX0202"
"07/19/2023","DOHMH","DOH-M-17","The Health Academy","160 West 100th St. Fl. 2 Rm. 203","Bronx","Spanish","Excellent","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes",,,,,,,,,
"07/19/2023","DOHMH","DOH-M-18","Riverside Sexual Health Clinic","160 W 100th St.","Manhattan","Spanish","Excellent","Excellent","N/A","No","None","None","Bilingual staff","5 minutes or less","No","10025","40.796369","-73.967842","107","7","1055906","1018520049","185","MN0703"
"07/19/2023","DPR","DPR-M-09","Recreation Center 54","348 E 54th St.","Manhattan","Spanish","N/A","Excellent","N/A","Yes","None","None","Bilingual staff","5 minutes or less","Yes","10022","40.756882","-73.965536","106","4","1039840","1013460032","98","MN0604"
"07/19/2023","DPR","DPR-M-19","Arsenal Permit Office at The Arsenal","830 Fifth Ave.","Manhattan","Spanish","Good","Excellent","Good","No","None","None","Bilingual staff","5 minutes or less","Yes","10065","40.767711","-73.970516","164","6","1083811","1011110001","143","MN6491"
"07/19/2023","DPR","DPR-M-33","West 79th St. Boat Basin","W 79th St. & Hudson River","Manhattan","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,,,,,,,,
"07/19/2023","DPR","DPR-S-12","Faber Field House","2175 Richmond Terrace","Staten Island","Russian","N/A","N/A","Excellent","No","None","None","Bilingual staff","5 minutes or less","Yes","10302","40.640265","-74.135434","501","49","5095251","5010700034","20702","SI0106"
"07/19/2023","DPR","DPR-M-15","Gertrude Ederle Recreation Center","533 W 59th St.","Manhattan","Spanish","Excellent","Good","N/A","Yes","None","None","Bilingual staff","5 minutes or less","Yes","10019","40.770866","-73.98866","107","6","1086545","1011510015","147","MN0701"
"07/19/2023","ENDGBDV","MYR-S-01","NYC Family Justice Center","126 Stuyvesant Pl.","Staten Island","Chinese","Excellent","N/A","N/A","N/A","N/A","N/A","Other (Google Translate)","N/A","No","10301","40.642948","-74.076921","501","49","5000085","5000080070","3","SI0101"
"07/19/2023","HRA","HRA-S-02","Office of Child Support Enforcement - Richmond County","100 Richmond Terrace","Staten Island","Russian","Good","Excellent","N/A","Yes","10 designated citywide languages","None","Bilingual staff","5 minutes or less","Yes","10301","40.644935","-74.07723","501","49","5000090","5000090022","7","SI0101"
"07/19/2023","SBS","SBS-S-03","Workforce 1 Career Center","120 Stuyvesant Place","Staten Island","Chinese","N/A","Good","Good","No","None","10 designated citywide languages","Other","N/A","Yes","10301","40.643264","-74.077159","501","49","5000084","5000080060","3","SI0101"
"07/19/2023","SBS","SBS-S-04","NYC Business Solution Center","1029 E 163rd St Floor 3","Staten Island","Russian","Excellent","Excellent","Excellent","No","None","10 designated citywide languages","Bilingual staff","5 minutes or less","Yes",,,,,,,,,
"07/19/2023","SBS","SBS-S-06","Workforce 1 Expansion Center","1972 Richmond Center","Staten Island","Chinese","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,,,,,,,,
"07/20/2023","CCHR","CHR-S-01","NYC Human Rights Community Service Center","60 Bay St. Fl. 6","Staten Island","Russian","Excellent","N/A","Excellent","N/A","N/A","N/A","Told to return later, Other","N/A","No","10301","40.640558","-74.07569","501","49","5000025","5000050051","3","SI0101"
"07/20/2023","CLERK","CCK-B-01","Borough Office","851 Grand Concourse","Bronx","Spanish","Excellent","Excellent","Fair","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","None","N/A","No","10451","40.826048","-73.923102","204","16","2002869","2024680001","6301","BX0401"
"07/20/2023","CLERK","CCK-S-01","Borough Office","10 Richmond Terrace","Staten Island","Chinese","Excellent","Excellent","Excellent","Yes","None","None","Bilingual staff","N/A","Yes","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/20/2023","DCP","DCP-S-01","Staten Island Borough Office","130 Stuyvesant Pl. Fl. 6","Staten Island","Russian","Good","Excellent","Excellent","No","None","None","Bilingual staff","5 minutes or less","Yes","10301","40.642907","-74.076889","501","49","5000085","5000080070","3","SI0101"
"07/20/2023","DHS","DHS-B-02","PATH Families Intake","151 East 151st St.","Bronx","Spanish","Excellent","Fair","N/A","Yes","One or more languages (specific language not recorded)","Spanish","Bilingual staff","5-10 minutes","Yes","10451","40.821239","-73.927563","204","8","2117641","2023530057","6301","BX0401"
"07/20/2023","DOT","DOT-S-01","Staten Island Permit Office","10 Richmond Terrace","Staten Island","Russian","Excellent","Excellent","N/A","Yes","Spanish, Russian, Chinese","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/20/2023","DPR","DPR-B-13","Hunts Point Recreation Center","765 Manida St.","Bronx","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","10 designated citywide languages","Bilingual staff","5 minutes or less","Yes","10474","40.815865","-73.888768","202","17","2109472","2027630001","9301","BX0201"
"07/20/2023","ENDGBDV","MYR-B-01","NYC Family Justice Center","198 East 161 St.","Bronx","Spanish","Excellent","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10451","40.826354","-73.921024","204","16","2099027","2024430094","61","BX0401"
"07/20/2023","HPD","HPD-S-02","Code Enforcement Services","10 Richmond Terrace","Staten Island","Chinese","Excellent","Excellent","Excellent","Yes","Spanish","None","Language Line","5 minutes or less","Yes","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/20/2023","HRA","HRA-B-20","Office of Child Support Bronx Family Court","900 Sheridan Ave.","Bronx","Spanish","Excellent","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","10 designated citywide languages","N/A","5 minutes or less","N/A","10451","40.826873","-73.920872","204","16","2002704","2024540001","18302","BX0401"
"07/20/2023","NYCHA","NHA-M-01","Management Borough Office","1980 Lexington Ave.","Manhattan","Spanish","N/A","Excellent","Excellent","No","None","None","Bilingual staff","5 minutes or less","Yes","10035","40.801789","-73.939319","111","9","1054377","1017690005","196","MN1102"
"07/20/2023","OATH","ATH-B-02","OATH Hearings Divison","260 East 161st","Bronx","Spanish","Excellent","Poor","Poor","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Language Line","5 minutes or less","No",,,,,,,,,
"07/20/2023","SBS","SBS-B-01","Workforce 1 Career Center","1029 E 163rd St Floor 3","Bronx","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5-10 minutes","Yes","10459","40.820992","-73.891801","202","17","2005788","2027240190","159","BX0202"
"07/21/2023","DCWP","DCA-M-01","Licensing Unit","42 Broadway St. Fl. 1","Manhattan","Russian","Excellent","N/A","N/A","Yes","None","Spanish, Chinese","Other (Google Translate)","5 minutes or less","Yes","10004","40.70627","-74.012909","101","1","1000812","1000220020","9","MN0101"
"07/21/2023","DOHMH","DOH-M-14","Manhattan Early Intervention Office","42 Broadway Suite 1611","Manhattan","Russian","N/A","N/A","Excellent","Yes","None","Russian, Spanish, Chinese, Bengali","Bilingual staff","5 minutes or less","Yes","10004","40.70627","-74.012909","101","1","1000812","1000220020","9","MN0101"
"07/24/2023","DOB","DOB-Q-01","Queens Borough Office","120-55 Queens Boulevard","Queens","Spanish","Poor","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/24/2023","DOB","DOB-Q-01","Queens Borough Office","120-55 Queens Boulevard","Queens","Spanish","Fair","N/A","N/A","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","N/A","N/A","N/A","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/24/2023","DOHMH","DOH-B-01","Morrisania Chest Center (Tuberculosis)","1309 Fulton Ave. Fl. 1","Bronx","Russian","Excellent","Excellent","N/A","Yes","Spanish","None","Language Line","5 minutes or less","Yes","10456","40.832853","-73.903028","203","16","2009620","2029250080","14701","BX0302"
"07/24/2023","DOHMH","DOH-B-02","Morrisania Sexual Health Clinic","1309 Fulton Ave. Fl. 2","Bronx","Chinese","Excellent","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10456","40.832853","-73.903028","203","16","2009620","2029250080","14701","BX0302"
"07/24/2023","DOHMH","DOH-B-04","Bronx Early Intervention Office","1309 Fulton Ave Floor 5","Bronx","Chinese","Excellent","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10456","40.832853","-73.903028","203","16","2009620","2029250080","14701","BX0302"
"07/24/2023","DOT","DOT-Q-01","Queens Permit Office","120-55 Queens Blvd.","Queens","Spanish","Fair","N/A","N/A","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","N/A","N/A","N/A","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/24/2023","DOT","DOT-Q-03","Highway Inspection & Quality Assurance","120-55 Queens Blvd.","Queens","Spanish","Fair","Good","Good","Yes","10 designated citywide languages","None","Other (Google Translate)","N/A","No","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/24/2023","DPR","DPR-Q-15","Lost Battalion Hall Recreation Center","93-29 Queens Blvd.","Queens","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11374","40.73147","-73.866044","406","24","4050408","4020770050","71702","QN0601"
"07/24/2023","HPD","HPD-Q-02","Code Enforcement Services","120-55 Queens Blvd Fl. 1","Queens","Spanish","Poor","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/24/2023","HRA","HRA-B-02","Morrisania Medicaid Office","1225 Gerard Ave. Basement","Bronx","Russian","Excellent","N/A","Excellent","No","None","None","None","N/A","N/A","10452","40.835957","-73.919986","204","16","2003015","2024890060","197","BX0401"
"07/24/2023","HRA","HRA-B-22","Hunts Point SNAP","845 Barretto St. Fl. 1","Bronx","Russian","Excellent","Excellent","Excellent","Yes","10 designated citywide languages","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10474","40.817656","-73.890358","202","17","2005939","2027390015","9301","BX0201"
"07/24/2023","HRA","HRA-B-24","Office of Child Support Enforcement Bronx Borough Office","849 Garrison Ave. Fl. 1","Bronx","Russian","Good","Excellent","N/A","Yes","10 designated citywide languages","None","Language Line","5 minutes or less","Yes","10474","40.816165","-73.892972","202","17",,,"9301","BX0201"
"07/24/2023","HRA","HRA-B-23","Hunt Point Job Center","845 Barretto St. Fl. 1","Bronx","Chinese","Excellent","Fair","Fair","Yes","One or more languages (specific language not recorded)","10 designated citywide languages","Other (Google Translate), Told to return later","N/A","No","10474","40.817656","-73.890358","202","17","2005939","2027390015","9301","BX0201"
"07/24/2023","NYPD","NYP-Q-02","Rifles and Firearms Licensing","120-55 Queens Blvd.","Queens","Spanish","Poor","Fair","Fair","yes","One or more languages (specific language not recorded)","None","None","N/A","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"07/25/2023","CCHR","CHR-B-01","NYC Human Rights Community Service Center","1932 Arthur Ave. Rm 203A","Bronx","Russian","Excellent","N/A","Excellent","Yes","10 designated citywide languages","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10457","40.845685","-73.893294","206","15","2009911","2029470018","36901","BX0602"
"07/25/2023","DOB","DOB-B-01","Bronx Borough Office","1932 Arthur Ave. Fl. 5","Bronx","Chinese","Excellent","Excellent","Excellent","No","Spanish","None","Language Line","5 minutes or less","Yes","10457","40.845685","-73.893294","206","15","2009911","2029470018","36901","BX0602"
"07/25/2023","DOB","DOB-K-01","Brooklyn Borough Office","210 Joralemon St.","Brooklyn","Spanish","Excellent","Good","Excellent","No","None","None","Bilingual staff","5 minutes or less","Yes","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"07/25/2023","DOF","DOF-K-01","Brooklyn Business Center","210 Joralemon St.","Brooklyn","Spanish","Good","Good","N/A","yes","None","None","Other (Google Translate)","5-10 minutes","Yes","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"07/25/2023","DOF","DOF-K-02","City Register","210 Joralemon St Fl. 2","Bronx","Spanish","Good","Fair","N/A","yes","None","None","None","N/A","No",,,,,,,,,
"07/25/2023","DPR","DPR-B-01","Bronx Permit Office","1 Bronx River Parkway","Bronx","Russian","Excellent","N/A","Excellent","No","None","None","Language Line","5-10 minutes","Yes","10462","40.847311","-73.870827","227","15","2101002","2043330001","334","BX2791"
"07/25/2023","HPD","HPD-B-02","Neighborhood Preservation Offices / Code Enforcement","1932 Arthur Ave. Fl. 3","Bronx","Russian","Excellent","Excellent","N/A","Yes","10 designated citywide languages","None","Language Line","5-10 minutes","Yes","10457","40.845685","-73.893294","206","15","2009911","2029470018","36901","BX0602"
"07/25/2023","HPD","HPD-K-04","Neighborhood Preservation","210 Joralemon St. Fl. 13","Brooklyn","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"07/25/2023","HRA","HRA-B-08","Crotona Job Center","1910 Monterey Ave. Fl. 1","Bronx","Chinese","Good","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","10 designated citywide languages","Language Line, Other (Google Translate)","5 minutes or less","Yes","10457","40.846932","-73.895099","206","15","2011826","2030600032","37504","BX0602"
"07/25/2023","SBS","SBS-B-07","Workforce 1 Expansion Center","901 E Tremont Ave. Fl 2","Bronx","Chinese","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","None","Bilingual staff","N/A","Yes","10460","40.84221","-73.884611","206","15","2113796","2031210033","363","BX0601"
"07/26/2023","DCAS","CAS-S-01","Civil Service Application & Testing Center","135 Canal St. Fl. 3","Staten Island","Russian","Good","Excellent","Excellent","Yes","None","None","Bilingual staff","5 minutes or less","Yes","10304","40.62669","-74.078048","501","49","5013793","5005270001","21","SI0102"
"07/26/2023","DOF","DOF-S-01","Staten Island Business Center","350 Saint Marks Pl.  Fl. 1","Staten Island","Chinese","Excellent","Excellent","Excellent","Yes","10 designated citywide languages","10 designated citywide languages","Language Line","5 minutes or less","Yes","10301","40.640708","-74.077697","501","49","5000185","5000160054","3","SI0101"
"07/26/2023","DOHMH","DOH-S-04","Staten Island Early Intervention Center","135 Canal St.","Staten Island","Chinese","N/A","Fair","Fair","No","One or more languages (specific language not recorded)","None","None","N/A","No","10304","40.62669","-74.078048","501","49","5013793","5005270001","21","SI0102"
"07/26/2023","DPR","DPR-B-07","St. James Recreation Center","2530 Jerome Ave.","Bronx","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10468","40.864777","-73.899489","207","14","2118325","2031760001","401","BX0701"
"07/26/2023","DPR","DPR-B-07","St. James Recreation Center","2530 Jerome Ave.","Bronx","Spanish","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10468","40.864777","-73.899489","207","14","2118325","2031760001","401","BX0701"
"07/26/2023","DPR","DPR-B-10","Williamsburg Oval Recreation Center","3225 Reservoir Oval E","Bronx","Spanish","N/A","Excellent","N/A","yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10467","40.876353","-73.878903","207","11","2018251","2033430400","423","BX0703"
"07/26/2023","HRA","HRA-B-19","North Central Bronx Hospital Medicaid Office","3424 Kossuth Ave.","Bronx","Spanish","Excellent","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10467","40.880676","-73.881571","207","11","2017787","2033270200","421","BX0703"
"07/26/2023","HRA","HRA-B-YY","Fordham Medicaid Office","2540-549 Bainbridge Ave.","Bronx","Spanish","Excellent","Poor","N/A","yes","One or more languages (specific language not recorded)","None","None","N/A","No","10458","40.862285","-73.893357","207","15","2016586","2032860001","39901","BX0701"
"07/26/2023","HRA","HRA-S-05","Richmond Job Center","201 Bay St. Fl. 1","Staten Island","Russian","Excellent","N/A","Excellent","No","10 designated citywide languages","None","Bilingual staff","5 minutes or less","Yes","10301","40.636992","-74.076212","501","49","5013238","5004970009","21","SI0102"
"07/26/2023","HRA","HRA-S-04","Richmond SNAP Center","201 Bay St. Fl. 1","Staten Island","Chinese","Fair","N/A","N/A","No","One or more languages (specific language not recorded)","None","None","N/A","No","10301","40.636992","-74.076212","501","49","5013238","5004970009","21","SI0102"
"07/26/2023","HRA","HRA-S-09","Staten Island Medicaid Office","215 Bay St. Ground Fl.","Staten Island","Russian","N/A","Excellent","N/A","Yes","None","None","Language Line","5 minutes or less","Yes","10301","40.636699","-74.076247","501","49","5013236","5004970001","21","SI0102"
"07/26/2023","NYCHA","NHA-B-06","Bronx/Manhattan Customer Contact Center","478 East Fordham Road","Bronx","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10458","40.86051","-73.889148","206","15","2088325","2030330053","387","BX0603"
"07/26/2023","SBS","SBS-B-03","Workforce 1 Career Center","400 East Fordham Road","Bronx","Spanish","Excellent","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10458","40.8609","-73.891931","206","15","2116415","2030337501","38304","BX0603"
"07/26/2023","SBS","SBS-B-04","NYC Business Solution Center","400 E Fordham Rd. Fl 7","Bronx","Spanish","Excellent","Excellent","Excellent","yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5-10 minutes","Yes","10458","40.8609","-73.891931","206","15","2116415","2030337501","38304","BX0603"
"07/27/2023","DPR","DPR-M-05","Thomas Jefferson Recreation Center","2180 1st Ave.","Manhattan","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10029","40.793562","-73.937181","111","8","1085632","1017050001","178","MN1102"
"07/27/2023","HRA","HRA-M-16","Metropolitan Hospital Medicaid Office","1901 First Ave.","Manhattan","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","10 designated citywide languages","Bilingual staff","5 minutes or less","N/A","10029","40.784557","-73.94378","111","8","1083929","1016690001","15602","MN1101"
"07/31/2023","DOHMH","DOH-K-05","Fort Greene Chest Center (Tuberculosis)","295 Flatbush Ave. Fl. 4","Brooklyn","Russian","Excellent","Excellent","Good","No","One or more languages (specific language not recorded)","None","Language Line","5 minutes or less","Yes","11217","40.679035","-73.973786","308","35","3028334","3011500006","161","BK0801"
"07/31/2023","DOHMH","DOH-K-06","Fort Greene Health Center","295 Flatbush Ave.","Brooklyn","Chinese","Poor","N/A","N/A","N/A","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","N/A","N/A","No","11217","40.679035","-73.973786","308","35","3028334","3011500006","161","BK0801"
"07/31/2023","DOHMH","DOH-K-07","Fort Greene Sexual Health Clinic","295 Flatbush Ave. Fl. 2","Brooklyn","Russian","Excellent","N/A","Excellent","No","One or more languages (specific language not recorded)","None","Other (Google Translate)","5 minutes or less","Yes","11217","40.679035","-73.973786","308","35","3028334","3011500006","161","BK0801"
"07/31/2023","DOHMH","DOH-Q-04","Corona Chest Center (Tuberculosis)","34-33 Junction Blvd.","Queens","Spanish","Excellent","Fair","Fair","Yes","One or more languages (specific language not recorded)","None","Language Line","5 minutes or less","Yes","11372","40.754179","-73.872231","403","21","4042887","4017290027","37502","QN0303"
"07/31/2023","DOHMH","DOH-Q-05","Corona Sexual Health Clinic","34-33 Junction Blvd. Fl. 1","Queens","Spanish","Good","N/A","N/A","Yes","One or more languages (specific language not recorded)","N/A","Told to return later","N/A","No","11372","40.754179","-73.872231","403","21","4042887","4017290027","37502","QN0303"
"07/31/2023","DPR","DPR-Q-04","AI Oerter Recreation Center","131-40 Fowler Ave.","Queens","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","None","Bilingual staff","5 minutes or less","Yes","11355","40.751616","-73.834155","407","20","4540092","4020180001","38302","QN8191"
"07/31/2023","DPR","DPR-Q-16","Flushing Meadows Corona Park Aquatic Center","131-04 Meridian Rd.","Queens","Spanish","N/A","N/A","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","11355","40.752442","-73.837885","481","21","4540097","4020180001","38302","QN8191"
"07/31/2023","DPR","DPR-Q-18","Queens Special Events & Permits Office at the Passerelle Building","Flushing Meadows-Corona Park","Queens","Spanish","N/A","Excellent","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes",,,,,,,,,
"07/31/2023","HRA","HRA-K-44","Dekalb Job Center","275 Bergen St. Fl. 1","Brooklyn","Russian","N/A","Good","Excellent","Yes","One or more languages (specific language not recorded)","One or more languages (specific language not recorded)","Bilingual staff","5-10 minutes","Yes","11217","40.683749","-73.982816","302","33","3335918","3001970028","39","BK0202"
